member,organization,program,ein,amount,agency,purpose
Dinowitz,"Riverdale Neighborhood House, Inc.",Telephone Reassurance Program (TRP) - Council District 11,131740024,35000,DFTA,Funding to support the Telephone Reassurance Program to provide social connection to homebound older adults in Council District 11.
Dinowitz,"Riverdale Senior Services, Inc.",Center of Excellence for Caregiver Services - Council District 11,237357997,25000,DFTA,Funding to support Center of Excellence programming in Council District 11.
Restler,"Riverkeeper, Inc.",Council District 33,133204621,5000,DYCD,Funding to support docking costs and operations in Council District 33.
Salaam,"Riverside Hawks, Hope, Health and Hoops Corporation",,061750000,5000,DYCD,"Funds will support a year-round youth development program in Harlem providing sports training, STEM enrichment, and leadership development, promoting physical wellness, digital literacy, and positive engagement for underserved youth."
Abreu,"Riverside Hawks, Hope, Health and Hoops Corporation",Council District 7,061750000,5000,DYCD,Funding to support the riverside hawks year round community youth development initiative.
Speaker,"Riverside Park Conservancy, Inc.",Riverside Park Improvement Program,133443825,50000,DPR,"Funds will support RPC’s multi-sport camp, bolster the Zone Gardener program, and support the Grassroots Volunteer program."
Abreu,"Riverstone Senior Life Services, Inc.",Memory Center - Council District 7,133355074,5000,DFTA,Funding to support Riverstone's Memory Center.
Salaam,"Riverton Tenant Association, Inc.",,133669455,7500,DYCD,"Funds will support OSHA safety training for Riverton residents, building workforce readiness, promoting safe work practices, and expanding access to employment in construction and related industries."
Hankerson,"Rochdale Village Social Services, Inc.",Academic Success Tutoring Program,113397470,25000,DYCD,Funds will support the Academic Success Tutoring program.
Ariola,"Rockaway Point Volunteer Emergency Services, Inc.",,112665405,10000,FDNY,"Funds will offset costs for medical supplies, insurance, fuel, and overhead, and support fire, EMS, first aid, and CPR education for the community."
Ariola,"Rockaway Theatre Company, Inc.",Mainstage Productions & Adult and Children's Theater Workshops,113505908,15000,DCLA,"Funds will be used to support operational expenses, supplies and workshops."
J. Sanchez,"Rocking the Boat, Inc.",Youth Development Programs,134177814,16000,DCLA,Funding will support transformative youth development programs for Bronx middle and high school students as well as public outreach to visiting school groups and the local community.
Schulman,Roman Catholic Church of the Holy Child Jesus in the Borough of Queens in the City of New York,Holy Child Jesus Teen Drama Group,111639802,5000,DYCD,Funding to support the operation of the teen theater program and the materials necessary to produce musical theater performances in the community.
Epstein,"Rooftop Films, Inc.",Movie Screening Events - Council District 2,352323897,10000,DCLA,Funds will support movie screening events in Council District 2.
Menin,Roosevelt Island Historical Society,,133018935,7500,DYCD,"Funds will be used to support the visitor center, activities including programs, lectures and tours, and maintenance and dissemination of artifacts and historical documents. Support services include landscaping, consumable supplies, and utilities."
Brooks-Powers,"Rosedale Civic Association, Inc.",Neighborhood Cleanup Services - Council District 31,237283084,8000,DYCD,"Funding to support neighborhood cleanup, beautification, and community engagement efforts in Council District 31."
Marte,"Rosie's Theater Kids, Inc.",PS Broadway,331194964,5000,DCLA,"To support PS Broadway, an in-school arts education program and one of the core ways in which they fulfill their mission to utilize musical theater as a springboard for success."
Gutierrez,"Rosie's Theater Kids, Inc.",PS Broadway - Public School 196K Ten Eyck (14K196),331194964,5000,DCLA,Funding will support PS Broadway at Public School 196K Ten Eyck (14K196). Page 129 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
De La Rosa,"Rosie's Theater Kids, Inc.",PS Broadway Programming - Council District 10,331194964,5000,DCLA,Funds to support PS Broadway programming in Council District 10.
Restler,"Roulette Intermedium, Inc.",Community Services Program - Council District 33,363046751,5000,DCLA,To support programming that allows small arts and community organizations to present events to the public in Council District 33.
Narcisse,"Roundabout Theatre Company, Inc.",Brooklyn Theatre Arts High School (18K567),136192346,15000,DCLA,Funding to provide theatre arts and residency programming at Brooklyn Theatre Arts High School.
Hanks,"Roundabout Theatre Company, Inc.",Community Partnerships,136192346,10000,DCLA,"Funding will support community partnerships in Port Richmond High School, Curtis High School and the St. George Library."
Wilson,"Roundabout Theatre Company, Inc.",School Partnerships,136192346,5000,DCLA,Funds will support arts in the classroom programming and services.
Narcisse,"Row New York, Inc.",Youth Programs - Council District 46,113632924,7500,DYCD,Funding to support Learn to Row youth programming and services in Council District 46.
Ariola,"Roxbury Volunteer Emergency Services, Inc.",,113084367,10000,FDNY,"Funds will be used to support administrative and operational expenses including utilities, insurance, and the purchase of equipment."
Schulman,"RPGA Studio, Inc.",Community Arts & Programming - Council District 29,472589237,9000,SBS,"Funds will support beautification of spaces on commercial corridors with schools, creation of outdoor artwork place to revitalize spaces, cleanups, and placemaking activities."
Santosuosso,Rusa LGBTQ Corp.,"Mutual Aid, Advocacy & Community Support - Council District 47",883859648,5000,DYCD,"Funding will support peer support groups, case management services, community advocacy, and recreational programming for residents of Council District 47."
Wilson,Ryan/Chelsea-Clinton Community Health Center,Chronic Care Management,133911827,5000,DHMH,"To provide High-quality primary care services, specialty care, preventive, and supportive healthcare services to medically-underserved individuals and families."
Felder,"SAFE Foundation, Inc.",Educational Supplement - Council District 44,260102131,12500,DYCD,Funding to support after-school information and preventive education workshops for children and parents in Council District 44.
Paladino,"Safe Horizon, Inc.",Counseling,132946970,5000,DHMH,Funds will support mental health treatment for infants and toddlers who are survivors of various forms of crime.
Speaker,"Safe Horizon, Inc.",SafeChat,132946970,100000,DYCD,"To increase outreach to young men of color by launching a microsite that will serve as one of SafeChat’s landing pages. This microsite will provide educational materials related to trauma, how to recover from traumatic events and access to the platform."
Stevens,"Saffiyahfrica, Inc.",Council District 16,883969802,5000,DYCD,Funds will be used to support community engagement and outreach in Council District 16.
Schulman,"Samaritan Daytop Village, Inc.",Veterans' Programs,112635374,5000,DHMH,"Funds to support behavioral health, vocational services, wellness programs, and community supports for veterans facing substance use, mental health, and housing challenges in Council District 29."
Vernikov,"Samaritans of New York, Inc.",,133164464,5000,DHMH,Funding to provide suicide prevention and awareness programming.
Paladino,"Samaritans of New York, Inc.",24-Hour Confidential Suicide Prevention Hotline,133164464,5000,DHMH,"Funds to support supervision of volunteers, staff, rent, utilities, and other costs tied to 24/7 operation."
Paladino,"Samaritans of New York, Inc.",Caring Community Suicide Prevention & Awareness Education Project,133164464,5000,DHMH,"Funds will be used for outreach campaigns, site visits to schools, neighborhood centers, as part of Samaritans free suicide prevention community resource program for youth and adults."
Lee,"Samaritans of New York, Inc.",Council District 23,133164464,5000,DHMH,"Funds will support outreach in Council District 23, including suicide awareness and prevention workshops, professional development training, resource guides, and engagement with schools, CBOs, community centers, and places of worship. Page 130 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds"
De La Rosa,"Samaritans of New York, Inc.",LifeLinks Building Connections & Preventing Suicide - Council District 10,133164464,5000,DHMH,Funding to support the suicide prevention programming in Council District 10.
