year,category,category_canonical,initiative,initiative_canonical,award_type,member,organization,program,ein,amount,agency,purpose
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Marmorato,"Forum of Italian American Educators 1, Inc.",,133308542,10000,DYCD,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Marte,"Fourth Arts Block, Inc.",Council District 1,043767933,10000,DYCD,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Rivera,"Fourth Arts Block, Inc.",Council District 2,043767933,20000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Marte,"Fourth Arts Block, Inc.",LES Cultural Programming,043767933,10000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Carr,"Friends of Alice Austen House, Inc.",,133248928,10000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Carr,"Friends of Alice Austen House, Inc.",,133248928,18000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Hanks,"Friends of Alice Austen House, Inc.",Public School 020R Port Richmond (31R020),133248928,10000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Brewer,"Friends of Israel Scouts, Inc.",Israeli-American Youth Movement - Council District 6,133843506,10000,DYCD,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Bottcher,"Friends of the High Line, Inc.",High Line Public Programs & Community Engagement,311734086,13000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Menin,Friends of the Upper East Side Historic Districts,,133193351,15000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Carr,Garibaldi-Meucci Museum,,061725844,10000,DYCD,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Ung,"Glow Community Center, Inc.",Council District 20,611882235,10000,DYCD,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Joseph,"Haiti Cultural Exchange, Inc.",Council District 40,342034041,15000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Louis,"Haiti Cultural Exchange, Inc.",Council District 45,342034041,10000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Narcisse,Hendrick I Lott House Preservation Association,Council District 46,133945416,25000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Feliz,"Hispanic Federation, Inc.",Community Programming - Council District 15,133573852,15000,DYCD,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Krishnan,Houses on the Moon Theater Company,,204691926,35000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Louis,"IAmWondaWoman Foundation, Inc.",Council District 45,460919205,10000,DYCD,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Joseph,"Ifetayo Cultural Arts Academy, Inc.",Council District 40,113027538,10000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Hudson,"Ifetayo Cultural Arts Academy, Inc.",Family Engagement & Personal Development - Council District 35,113027538,10000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Carr,IlluminArt Productions,,421727647,10000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Marte,"Indochina Sino-American Senior Citizen Center, Inc.","Citizenship Virtual Online Class, Immigration Services & Youth Employment Training Program",133584616,14000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Hudson,"International African Arts Festival, Inc.",53rd Annual International African Arts Festival - Brooklyn,112953522,25000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Gutierrez,"International Studio & Curatorial Program, Inc.",Art for Resistance and Resilience Program - Council District 34,205052686,20000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Vernikov,"Intrepid Museum Foundation, Inc.",Council District 48,133062419,10000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Ariola,"Intrepid Museum Foundation, Inc.",Public School 207Q (27Q207),133062419,10000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Morano,"Intrepid Museum Foundation, Inc.",Schools - Council District 51,133062419,20000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,De La Rosa,"Inwood Art Works, Inc.",Film Works Alfresco - Council District 10,814379932,10000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Carr,"Jacques Marchais Center of Tibetan Art, Inc.",,237280740,20000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Adams,"Jamaica Center for Arts and Learning, Inc.",,112478709,10000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Williams,"Jamaica Center for Arts and Learning, Inc.",Council District 27,112478709,35000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Brooks-Powers,"Jamaica Center for Arts and Learning, Inc.",Council District 31,112478709,20000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Hudson,"Jamel Gaines Creative Outlet, Inc.",Cultural Arts Programming - Council District 35,831788832,25000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Salaam,"Jazzmobile, Inc.",Jazz Programs - Council District 9,132614483,10000,DYCD,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Hanks,"Jewish Community Center of Staten Island, Inc.",,135562256,10000,DYCD,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Banks,"Jewish Community Council of Canarsie, Inc.",Youth & Community Development Initiative - Council District 42,112608645,40000,DYCD,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Gennaro,"Jewish Community Council of Greater Coney Island, Inc.",Fair - Council District 24,112665181,30000,DYCD,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Adams,"King Manor Association of Long Island, Inc.",,112396324,10000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Gennaro,"King Manor Association of Long Island, Inc.",On-Site Education Programs,112396324,10000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Narcisse,"Kings Bay YM-YWHA, Inc.",Council District 46,113068515,10000,DYCD,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Vernikov,"Kings Bay YM-YWHA, Inc.",Cultural Community Activities - Council District 48,113068515,30000,DYCD,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Dinowitz,Kingsbridge-Riverdale-Van Cortlandt Development Corporation,Council District 11,133097905,15000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Won,"Korean Art Forum, Inc",Council District 26,461831095,10000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Ung,"Korean Traditional Marching Band, Inc.",Council District 20,270536321,15000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Rivera,"La Mama Experimental Theatre Club, Inc.",Council District 2,132620861,10000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Brewer,"Landmark West!, Inc.",They Were Here - Council District 6,133363655,15000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Osse,"Laundromat Project, Inc., The",Arts & Cultural Programming - Council District 36,870753479,20000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Farias,"Learning through an Expanded Arts Program, Inc.",Latino Theater For Young Audiences & Immigrant Communities,132925233,20000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Dinowitz,Lehman College Art Gallery,School - Council District 11,133391212,10000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Ung,"Lewis Howard Latimer Fund, Inc.",Tinker Lab @ Lewis Latimer House Museum - Council District 20,112983131,15000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Menin,"Literacy Partners, Inc.",,510180665,15000,DYCD,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Louis,"Little Haiti BK, Inc.",Council District 45,824710754,20000,DYCD,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Banks,Local Development Corporation of East New York,Community Concert Series & Events - Council District 42,112556667,65000,DYCD,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Rivera,"Loisaida, Inc.",Council District 2,133023183,25000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Ayala,"Los Pleneros de la 21, Inc.",Bomba & Plena - Council District 8,133353110,35000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Moya,Louis Armstrong House Museum,Council District 21,264178283,65000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Marte,"Lower East Side Tenement Museum, The",Grade K-12 Tour Programs,133475390,10000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Bottcher,Lucille Lortel Theatre Foundation,New Play Reading Series: The Immigrant Experience,133995881,12000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Menin,Make the Road New York,,113344389,20000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Nurse,Make the Road New York,Art for Resistance and Resilience - Council District 37,113344389,15000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Gutierrez,Make the Road New York,Art for Resistance and Resilience Program - Council District 34,113344389,10000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Restler,Make the Road New York,Cultural Programming & Empowerment - Council District 33,113344389,13000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Williams,"Making Books Sing, Inc.",Council District 27,134201577,10000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Sanchez,"Mekong, Inc.",Social Services Assistance Program & Lunar New Year Celebration,800834777,15000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Felder,"Metro Chamber Orchestra, Inc.",,473034551,15000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Vernikov,"Metro Chamber Orchestra, Inc.",Operations & Community Performances,473034551,20000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Schulman,"Midori Foundation, Inc.",Celebrate Music! Workshops & Concerts - Public School 054Q Hillside (28Q054) & Council District 29,133682472,35000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Ariola,"Midori Foundation, Inc.",Middle School 137Q America's School of Heroes (27Q137),133682472,10000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Nurse,"Midori Foundation, Inc.",Music Education - Public School 007K Abraham Lincoln (19K007),133682472,20000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Nurse,"Midori Foundation, Inc.",Music Education - Public School 065K (19K065),133682472,20000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Menin,"Midtown Management Group, Inc.",,133192793,20000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Paladino,"Midtown Management Group, Inc.",Council District 19,133192793,30000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Powers,"Midtown Management Group, Inc.",Inside Broadway - Public School 40M Augustus Saint-Gaudens (02M040),133192793,20000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Ariola,"Midtown Management Group, Inc.",Inside Broadway - Public School/Intermediate School 113Q Anthony J. Pranzo (24Q113),133192793,10000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Bottcher,"Midtown Management Group, Inc.",Our Diverse Universe,133192793,10000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Caban,"Midtown Management Group, Inc.",Our Diverse Universe programming - Council District 22,133192793,20000,DCLA,
FY26,CULTURAL ORGANIZATIONS,Cultural Organizations,Cultural Immigrant Initiative,Cultural Immigrant Initiative,member_item,Lee,"Midtown Management Group, Inc.","Public School 224Q (75Q224), Public School/Intermediate School 266Q (26Q266) & 208Q (29Q208)",133192793,30000,DCLA,
