member,organization,program,ein,amount,agency,purpose
Ampry-Samuel,City Parks Foundation,Council District 41,133561657,10000,DPR,Funding will support SummerStage in Council District 41.
Salamanca,City Parks Foundation,Crotona Park SummerStage,133561657,10000,DPR,"Funding to support SummerStage at Crotona Park providing free, high quality performances of music, dance, spoken word, family programming."
Dinowitz,City University of New York,,136400434,10000,CUNY,To fund CUNY Citizenship Now! program in Council District 11.
Speaker,"Bronx, Cabrera, Riley City University of New York",Bronx Community College Food Pantry,136400434,50000,CUNY,"Funds to purchase food for the BCC food pantry. BCC’s pantry serves approximately 1,000 people a month."
Levine,City University of New York,City Counseling Program,133893536,3500,CUNY,Funding for legal services including advice and assistance in Council District 7.
Rose,City University of New York,College of Staten Island - Small Business Development Center,133893536,5000,CUNY,"Funds will support administrative, staffing and operation costs associated with expanding The Staten Island Small Business Development Center's program in the underserved immigrant and minority population in the SI North Shore market."
Levine,City University of New York,CUNY Citizenship Now!,136400434,7500,CUNY,To fund legal services assistance in the Council District 7.
Louis,City University of New York,CUNY Creative Arts Youth Theater - Public School 119K,133893536,5000,CUNY,Funds to support the CUNY Creative Arts Youth Theater at PS 119.
Speaker,City University of New York,CUNY LGBTQI Student Leadership Program,136400434,50000,CUNY,Funds will be used for the program administrative budget of the LGBTQI Student Leadership Program. CD22 City University of New York - CUNY One Boat
,Funds will be used for the program administrative budget of the LGBTQI Student Leadership Program. CD22 City University of New York,CUNY One Boat,133893536,11165,CUNY,Funds will be used to provide environmental education programming in Jamaica Bay aboard the CUNY I vessel.
Dromm,City University of New York,CUNY School of Law - Community Legal Counseling,133893536,10750,CUNY,To support legal services including information and consultations in Council District 25.
Kallos,City University of New York,CUNY School of Law - Legal Clinics,133893536,22500,CUNY,To support free legal clinics in City Council District 5 for residents twice monthly for housing and one monthly for small claims noticed through Council District 5 monthly newsletter and website.
Cabrera,City University of New York,CUNY School of Law - Legal Services,133893536,30000,CUNY,Funding will support legal services including advice and assistance in Council District 14.
Diaz,City University of New York,CUNY School of Law - Legal Services,133893536,10000,CUNY,"To provide legal services to immigrants, low-and middle-income populations, and other underserved communities, on foreclosure, elder care issues, immigration, tenant issues, family law, consumer and debt issues, and wills. Page 55 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds"
Grodenchik,City University of New York,CUNY School of Law - Legal Services,133893536,11000,CUNY,To support legal services within Council District 23. CD22 City University of New York - CUNY School of Law - The Center for Urban Environmental Reform
,To support legal services within Council District 23. CD22 City University of New York,CUNY School of Law - The Center for Urban Environmental Reform,133893536,7000,CUNY,Funds will be used to support environmental education programming to various schools in Council District 22.
Cornegy,City University of New York,Immigrant Legal Services,136400434,5000,CUNY,"Funding to support the provision of immigrant legal services, community citizenship events and Know Your Rights education."
Rosenthal,City University of New York,John Jay College of Criminal Justice - Seeing Rape Project,133893536,5000,CUNY,"Funds will support operations and programming of the Seeing Rape project, which raises awareness and educates about campus rape/sexual assault and sexual harassment prevention."
Rosenthal,City University of New York,John Jay College of Criminal Justice - Themes of Justice,133893536,5000,CUNY,"Funds will support production, outreach and labor expenses of programming centered on themes of justice."
Koo,City University of New York,La Guardia and Wagner Archives,136400434,5000,CUNY,To support the New York City Council Collection at LaGuardia Community College.
Dromm,City University of New York,La Guardia Community College - Wagner Archives,136400434,15500,CUNY,To fund maintenance of New York City Council Collection.
Speaker,City University of New York,LaGuardia and Wagner Archives,136400434,50000,CUNY,To fund the LGBTQ Public History Project.
Barron,City University of New York,Medgar Evers College - Center for Black Literature,133893536,10000,CUNY,Funding to support operating expense costs for public literary arts programming.
Speaker,"Barron, Cumbo City University of New York",Medgar Evers College - Center for Black Literature,133893536,50000,CUNY,Funds will be used to improve students’ literacy by exposing them to Black and Latino writers and to a range of literary texts produced by Black and Latino writers.
Speaker,City University of New York,Medgar Evers College - CUNY Pipeline Program,133893536,150000,CUNY,Funds will support the operating costs incurred with Medgar Evers College's Pipeline Program/ Parent Academy.
Speaker,Barron City University of New York,Medgar Evers College - Law and Social Justice Racial Justice Advocates Project,133893536,50000,CUNY,Funding to support the Law and Social Justice Racial Justice Advocates Project.
Koo,City University of New York,Queens College - Asian/Asian American Center,133893536,5000,CUNY,To support the Asian/Asian American Center at Queens College.
Grodenchik,City University of New York,Queens College - CERRU Fellowship,133893536,7500,CUNY,Funding to support operating expenses of CERRU programming and events. CD22 City University of New York - Queens College - Greek Studies Program
,Funding to support operating expenses of CERRU programming and events. CD22 City University of New York,Queens College - Greek Studies Program,133893536,5000,CUNY,Funding will be used to support Byzantine and Modern Greek cultural programming and studies.
Koslowitz,City University of New York,Queens College - Urban Studies Department,133893536,7350,CUNY,"To provide funding support for a needs assessment that will include land use, transportation, gentrification and infrastructure implications. Resources will be used to engage students in the Urban Studies Department at Queens College."
Speaker,City University of New York,Queens College - Urban Studies Department,133893536,25000,CUNY,"To research community issues including land use, transportation, gentrification and infrastructure implications throughout Queens."
Grodenchik,City University of New York,Queensborough Community College - After School Enrichment Program,136400434,12000,CUNY,To help fund a series of After-School Performance Workshops.
Koslowitz,City University of New York,Queensborough Community College - Annual Holocaust Freedom Seder,136400434,5000,CUNY,To support the Annual Holocaust Freedom Seder program. Page 56 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Ulrich,City University of New York,Queensborough Community College - Children's Book Club and Performance Series,136400434,5000,CUNY,"Funds will support QPAC's Children's Book Club and Performance series, involving a book club program and theatrical performances for children in Council District 32. CD22 City University of New York - Queensborough Community College - Concert Program"
,"Funds will support QPAC's Children's Book Club and Performance series, involving a book club program and theatrical performances for children in Council District 32. CD22 City University of New York",Queensborough Community College - Concert Program,136400434,3000,CUNY,Funding will be used to support concert programming that is free and available to all.
Gennaro,City University of New York,Queensborough Community College - Concert Program,136400434,7500,CUNY,Funding will go towards concerts within Council District 24.
