member,organization,program,ein,amount,agency,purpose
Gutierrez,Southside United Housing Development Fund Corporation,Council District 34,112268359,5000,DYCD,Funding will support Los Sures COMIDA Food Pantry: PS 380 & Taylor Wythe - 80 Clymer Street.
Speaker,Gutierrez Southside United Housing Development Fund Corporation,Los Sures Community Organizing Program,112268359,100000,DYCD,"To support the Preserving Affordable Housing Program, including legal representation, advice/services, and legal education to vulnerable populations. Funds will be used to support staff, and program-related expenses."
Hanif,Southwest Brooklyn Industrial Development Corporation,Business Education Program & Job Training Programs - Council District 39,112508370,15000,DYCD,To support business education program for M/WBEs and job training programs for Council District 39 constituents.
Caban,Spanish Speaking Elderly Council,RAICES - Astoria Senior Center,112730462,5000,DFTA,Funds will be used to defray the cost of operating expenses at RAICES Astoria Senior Center.
Speaker,Aviles Spanish Speaking Elderly Council,RAICES - Red Hook Older Adult Center,112730462,60000,DFTA,"Funding to support operational expenses associated with the Red Hook Older Adult Center, which focuses on the holistic behavioral health needs of low income, immigrant adults and older adults."
Rivera,"Spanish Theatre Repertory Company, Ltd.",,132672755,5000,DCLA,Funds will support programs and operations.
Stevens,"Spare A Life, Inc.",Council District 16,932959608,5000,DYCD,Funds will be used to support community engagement and outreach in Council District 16.
Dinowitz,"Special Citizens Futures Unlimited, Inc.",Fieldston Road - Council District 11,132865903,5000,DYCD,"Funding to support programming for residents of the Fieldston Road location in Council District 11 (5431 Fieldston Road, Bronx, NY 10471)."
Dinowitz,"Special Olympics New York, Inc.",Special Olympics in NYC Schools - Council District 11,237061382,10000,DYCD,Funding to support Special Olympics NY Partnerships with NYC Schools program in Council District 11 schools.
De La Rosa,"Sports and Health in the City, Inc.",Council District 10,832547786,5000,DYCD,"To support comprehensive youth development programming providing academic enrichment, athletic training, health education, and community engagement in Council District 10."
Narcisse,"Sports Oriented Nurturing Youth Partnership, Inc.",Council District 46,453162464,10000,DYCD,Funds will be used to provide sports programming and activities for youth in Council District 46.
Banks,Spring Creek Recreational Fund,Empowering Spring Creek Community Event Series - Council District 42,271770637,10000,DYCD,Funds will be used to continue programming of the Empowering Spring Creek Community Event Series in Council District 42.
Dinowitz,"Spuyten Duyvil Preschool, Inc.",Preschool Farm & Garden - Council District 11,131858180,5000,DYCD,Funding to support farm and garden program in Council District 11.
Bottcher,"St. Francis Friends of the Poor, Inc.",,133036954,5000,DHMH,Funds would support operational costs associated with the provision of home health services and programs.
Mealy,St. James Holiness Church,Council District 41,800079644,5000,DYCD,"Funds will support Food pantry, Clothing Drive/Toy Drive and annual school supplies."
Gennaro,St. John's University,Partners Clinic,111630830,5000,DYCD,"Funding will support community-based therapy program, PARTNERS CLINIC. Page 134 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds"
Hudson,St. Joseph Roman Catholic Church,Music at Co-Cath,111884960,5000,DYCD,Funding for free concerts at St. Joseph's Roman Catholic Church.
Osse,St. Nick's Alliance Corporation,Council District 36,510192170,20000,HPD,Funding for JOE Central Brooklyn Tenant Assistance program in District 36.
Gutierrez,St. Nick's Alliance Corporation,Housing Counseling & Tenant Work - Council District 34,510192170,36000,HPD,Funding will support Housing Counseling and Tenant Work in Council District 34.
Brannan,St. Patrick Catholic Academy,Theater & STEM Programming,462203511,5000,DYCD,Funds to support theater and STEM programs at St. Patrick Catholic Academy.
Brannan,St. Patrick's Church,Food Pantry,111631818,25000,DYCD,To support food pantry programming.
Banks,"St. Paul Community Baptist Church, Inc.",THE MAAFA Freedom School - Council District 42,112453951,20000,DYCD,Funds will be used for THE MAAFA Freedom School programming Sanctuary through renowned teaching and drama in Council District 42
Mealy,"St. Paul Pentecostal Church of God, Inc.",,300327182,15000,DYCD,Funds will be used to purchase healthy foods to meet the growing needs of the community.
Brannan,"St. Vincent's Services, Inc.",Youth & Community Programming - Council District 47,111631823,5000,DYCD,Funds will support afternoon and evening community programming at NYCHA developments in Council District 47.
Ayala,"Stanley M. Isaacs Neighborhood Center, Inc.",,132572034,15000,DYCD,"Funds will be used to support the center's outreach efforts and to connect children, youth, families, and older adults living in New York City Housing Authority residences to Isaacs Center's supportive programming."
Banks,START Treatment & Recovery Centers,Mental Health Services - Council District 42,132642451,10000,DHMH,Funds will be used to expand outpatient mental health services in East New York to better serve individuals experiencing co-occurring mental health and substance use disorders.
Hudson,START Treatment & Recovery Centers,Treatment & Recovery Operating Expenses - Council District 35,132642451,5000,DYCD,Funding for operating expenses for treatment and recovery services in Council District 35.
Carr,"Staten Island Chamber of Commerce Foundation, Inc.",,134069282,15000,SBS,Funds will be used for general operating cost.
Hanks,"Staten Island Chamber of Commerce Foundation, Inc.",,134069282,33000,SBS,Funding to support events and programs in Council District 49.
Carr,"Staten Island Chamber of Commerce Foundation, Inc.",Young Entrepreneurs Academy,134069282,5000,SBS,Funds to be used for the Youth Entrepreneurs Academy programming.
Carr,Staten Island Children's Museum,,237379930,5000,DCLA,Funds will be used to support cultural enrichment programs.
Morano,Staten Island Children's Museum,Council District 51,237379930,16000,DCLA,Funding to support in-school arts residency for students in Council District 51 public schools.
Morano,Staten Island Community Board #3,,136400434,2000,SICB,Funds will support Staten Island Community Board #3's operations.
Morano,Staten Island Economic Development Corporation,,133706442,40000,SBS,"Funds will be used to support festive lights along Richmond Avenue, as well as events such as the technology summit event."
Carr,Staten Island Economic Development Corporation,General Operating Support & Business Assistance,133706442,20000,SBS,"Funds will be used in general operating support for efforts designed to improve economic conditions in the borough, fill vacant properties and improve job opportunities as well as provide complimentary business assistance."
Carr,Staten Island Economic Development Corporation,Health & Wellness Expo,133706442,15000,SBS,Funding will be used to support the Health & Wellness Expo.
Carr,Staten Island Economic Development Corporation,New Dorp BID,133706442,25000,SBS,"Funds will be used to support the New Dorp BID including cleaning, marketing, beautification and events."
Carr,Staten Island Economic Development Corporation,Richmond Road Merchants Association,133706442,25000,SBS,"Funds will be used to further expand efforts on behalf of the Richmond Road Merchants Association including additional joint marketing, business development strategies and beautification. Page 135 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds"
Carr,Staten Island Economic Development Corporation,Victory Blvd Business District Corridor,133706442,15000,SBS,"Funds will be used for general business and administrative services, and for BID formation services along Victory Blvd Business District Corridor."
Carr,Staten Island Historical Society,,131985514,20000,DCLA,Funds will be used for general operating cost and ground beautification.
Morano,Staten Island Institute of Arts and Sciences,Council District 51,135564127,5000,DCLA,Funds will support programming for schools in Council District 51.
Carr,"Staten Island Little League, Inc.",,136162802,3000,DYCD,"Funding will be used for utilities, uniforms, equipment, Annual picnic costs and other event expenses."
Carr,"Staten Island Shakespearean Theatre Company, Inc.",,510181285,5000,DYCD,Funds to be used for operating costs and productions.
Carr,"Staten Island Shomrim Safety Patrol, Inc.",,811047344,5000,DYCD,"Funding to be used for costs of equipment, uniforms and operational costs."
Hanks,"Staten Island Sports Hall of Fame, Inc.",,133833390,5000,DYCD,Funding will support the Sports Hall of Fame.
Morano,"Staten Island Sports Hall of Fame, Inc.",,133833390,8000,DYCD,Funding to support the operational costs of maintaining the Museum.
