fiscal_year,stream,member,organization,program,ein,amount,agency,purpose,status,confidence,source_file
2020,appendix_b_local,King,New Testament Temple Church of God,"Community Engagement Day ""Fun in the Son""",133762440,75000,DYCD,"Funds to be used to prepare for and operate Community Engagement Day ""Fun in the Son.""",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Matteo,New Ventures Charter School,,472459523,5000,DYCD,Funds will be used for student test preparation costs which will include supplies and staff support.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Speaker,New York Abortion Access Fund,,061610849,250000,DHMH,"This funding supports a range of reproductive and sexual health services, including treatment, prevention, and education on topics ranging from sexually transmitted infections and HIV/AIDS to teen pregnancy and healthy relationships.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Levine,"New York African Chorus Ensemble, Inc.",Gathering Concert Series & NYC Multicultural Festival,201090906,5000,DCLA,Funding support for two community concerts and the NYC Multicultural festival.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Chin,"New York Arts Center, Inc.",,831517986,5000,DYCD,"To support monthly exhibitions, lectures on Asian art history, calligraphy workshops and community events.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Koo,"New York Asian Women's Center, Inc.",,133286250,10000,MOCJ,To support operational costs for the anti-domestic violence helpline for residents in Council District 20.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Levin,"New York Board of Rabbis, Inc.",,131809283,2500,DYCD,"Funds will support the nationally recognized Stewards of Children education program, a 2.5 hour training that teaches adults how to effectively prevent, recognize and react responsibly to child sexual abuse and molestation.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Speaker,"New York Board of Rabbis, Inc.",,131809283,5000,DYCD,To provide sexual abuse and exploitation prevention education to adults within the faith communities across NYC to better ensure the safety of children.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Eugene,"New York Board of Rabbis, Inc.",,131809283,6000,DYCD,"To support the Stewards of Children education program, training that teaches adults how to prevent, recognize and react to child sexual abuse and molestation.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Yeger,"New York Board of Rabbis, Inc.",Stewards of Children Education Program,131809283,7500,DYCD,"Funds will support the nationally recognized Stewards of Children Education program, a 2.5 hour training that teaches adults how to effectively prevent, recognize and react responsibly to child sexual abuse and molestation.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Gjonaj,New York Botanical Garden,,131693134,5000,DCLA,Funding for senior tour groups with a focus on seniors from Council District 13.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Ayala,New York Botanical Garden,Senior Group Tours,131693134,5000,DCLA,To provide funding to support group tours at the Botanical Garden for members of senior centers in Council District 8.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Cabrera,New York Botanical Garden,Everett Children Adventure Garden,131693134,7000,DCLA,To support the Everett Children Adventure Garden (ECAG) school programs that are aligned with NYC Science Scope and Sequence; funding will be utilized to support operating expenses including program staffing materials.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Diaz,New York Botanical Garden,Senior Group Tours (SGT),131693134,8000,DCLA,"The funds requested are for Senior Group Tours (SGT). These are guided, docent-led tours of the Garden's grounds for members of senior centers, NORC centers or senior groups in Council District 18.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Cabrera,New York Botanical Garden,Senior Group Tours,131693134,10000,DCLA,Funding to support the operational expenses of Senior Group Tours (SGT) including special exhibits such as the Orchid Show.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Gibson,New York Botanical Garden,Tours For Seniors & Students,131693134,10000,DCLA,Funds will be used to cover the cost of tours of the NY Botanical gardens for seniors and students of Council District 16.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Salamanca,New York Botanical Garden,Senior Event,131693134,12000,DCLA,Funds will be used to host a senior event.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Torres,New York Botanical Garden,Senior Citizen Breakfast,131693134,25000,DCLA,Funds will go toward a senior citizen appreciation event for Bronx residents.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Yeger,"New York Cancer Center, Inc.",,272464042,5000,DHMH,Funding to support the operating expenses associated with Counseling / Therapy Services.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Treyger,"New York Cancer Center, Inc.",,272464042,30000,DHMH,Funding to support the operating expenses associated with Counseling/Therapy Services.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Powers,"New York Cares, Inc.",,133444193,5000,DYCD,Funding will support year round volunteer service in Council District 4.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Speaker,"New York Cares, Inc.",,133444193,50000,DYCD,Funding would support personnel costs for the Youth Education programming.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Matteo,"New York Center for Interpersonal Development, Inc.",,237085239,2000,DYCD,"After school program that services students from 5-12 years old  M-F, students have a snack, do their homework for one hour, engage in enrichment activities such as STEM/ Leadership/ ART for 1 hour and have a recreational (sports, physical fitness) 1 hour period.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Rose,"New York Center for Interpersonal Development, Inc.",Supervised Visitation,237085239,10000,DYCD,"After school program that services students from 5-12 years old M-F, students have a snack, do their homework for one hour, engage in enrichment activities such as STEM/ Leadership/ ART for 1 hour and have a recreational (sports, physical fitness) 1-hour period",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Chin,"New York Chinese Cultural Center, Inc.",,132928554,5000,DCLA,To support NYCCCs free public community cultural programs including the Lunar New Year Celebration.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Chin,"New York Chinese Opera Society, Inc.",,861171749,5000,DCLA,To support cultural performances in Council District 1.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Chin,New York City Alliance Against Sexual Assault,,311702032,4000,MOCJ,To support culturally sensitive community leadership program for young women and girls in underserved communities of color around the topic of ending sexual violence.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Levine,"New York City Audubon Society, Inc.",Audubon Murals,133057954,5000,DYCD,To fund the Audubon Murals project in Council District 7.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Gjonaj,"New York City Audubon Society, Inc.",Pelham Bay Park,133057954,6500,DYCD,Funds to be used for bird walks in Pelham Bay Park.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Speaker,"New York City Audubon Society, Inc.",,133057954,10000,DPR,"Funding to support Environmental Education programing: promoting appreciation of nature through the study of birds, and outdoor classes in Pelham Bay Park in Council District 13.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Rosenthal,"New York City Ballet, Inc.",In-School Residency,132947386,5000,DCLA,Funds support public in-school residency programs in Council District 6.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Dromm,"New York City Ballet, Inc.",School Program,132947386,5000,DCLA,To support residencies and programming introducing public school students in Council District 25 to ballet.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Rosenthal,"New York City Center, Inc.",Public School 84M,132867442,5000,DCLA,Funds support City Center programs at Public School 84M.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Johnson,New York City Community Chorus at Holy Apostles,,760843120,5000,DCLA,"Funding to provide free choral training and free public concerts, featuring the Chorus and guest artists.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Levine,New York City Community Garden Coalition,Community Organizers,134035337,5000,DYCD,Funding will support garden programs and supplies in Manhattan.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Rivera,New York City Community Garden Coalition,East Side Coastal Resiliency Mitigation Plan,134035337,6000,DYCD,Funding will support garden programs and supplies in Council District 2.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Van Bramer,"New York City Gay and Lesbian Anti-Violence Project, Inc.",,133149200,3500,DSS/HRA,"To provide citywide direct social services, outreach, education, information, safety planning and community leadership development to LGBTQ and HIV-affected survivors of all forms of violence throughout the boroughs / leadership programming.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Johnson,"New York City Gay and Lesbian Anti-Violence Project, Inc.",,133149200,8500,DSS/HRA,"Funding to support general operating and programming expenses associated with various services including hotline, counseling, legal services, education, information and safety.",Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Speaker,"New York City Gay and Lesbian Anti-Violence Project, Inc.",,133149200,125000,DSS/HRA,Funding to support coalition efforts to prevent hate violence and to support victims of hate violence.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Rivera,New York City Housing Authority,Vladeck TA,136400434,500,HPD,Funds will go toward family day at Vladeck Houses.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Chin,New York City Housing Authority,LaGuardia Addition 282 Cherry TA,136400434,600,HPD,To support Family Days and other events and activities organized by NYCHA tenant associations in Council District 1.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Rivera,New York City Housing Authority,344 E 28th St TA,136400434,1000,HPD,To support 344 E 28th St's family day events.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Richards,New York City Housing Authority,Beach 41st,136400434,1000,HPD,Funds to be used for Beach 41st Tenant Association.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Gibson,New York City Housing Authority,Butler Houses Development,136400434,1000,HPD,Funding to support operational expenses of the NYCHA Tenant Association at the Butler Houses Developments.,Cleared,high,funded_disclosure_FY2020.xlsx
2020,appendix_b_local,Rivera,New York City Housing Authority,Campos II,136400434,1000,HPD,To support Campos Plaza II's family day activities.,Cleared,high,funded_disclosure_FY2020.xlsx
