member,organization,program,ein,amount,agency,purpose
Ayala,Mott Haven Community Land Stewards,Civic Engagement,824463916,5000,DYCD,"Funds will be used to provide training and engage community on organizing and understanding their rights. Workshops, lectures and other programmatic events."
Rivera,"Movement Research, Inc.",Council District 2,133041403,5000,DCLA,Funds will support Movement Research's educational programs in Council District 2.
Rivera,Moving For Life,Council District 2,465251831,5000,DFTA,Funds will support Moving For Life's programs and operations in Council District 2.
Brewer,Moving For Life,Exercise for Health - Council District 6,465251831,5000,DFTA,Funds will support dance exercise classes for people affected by cancer and older adults in Council District 6.
Louis,"Moving Mountains, Inc.",Council District 45,261407568,5000,DYCD,Funds will be used for arts programming in Council District 45.
Williams,Mt. Olivet Baptist Church of Hollis,,112675754,10000,DYCD,Food pantry will provide community with food and other needed resources. Seniors will also receive services to keep them active and vibrant. Youth will participate in activities that will keep them off of the streets and avoid risky behavior.
Speaker,"Hanks Mt. Sinai Center for Community Enrichment, Inc.",Senior Care Program,134082027,100000,DFTA,Funds will support various activities and services for seniors.
Sanchez,"Muna Social Services, Inc.",Baitul Islam Masjid Community Food Bank,844338493,5000,DYCD,To support the community distributions at the Baitul Islam Masjid Community Food Bank in council district 14.
Nurse,"Muna Social Services, Inc.",Community Programs - Council District 37,844338493,10000,DYCD,"Funds will support general operating support for social services in Council District 37, including food pantries."
Powers,"Murray Hill Committee, Inc.",,237361016,5000,DYCD,"Funding will support greening and beautification of Murray Hill including tree planting, pruning and tree bed maintenance, and planting of flowers and ivy throughout the neighborhood."
Rivera,"Murray Hill Committee, Inc.",,237361016,5000,DYCD,Funds will support Murray Hill Neighborhood Association's programs and operations. Appendix B: Local Initiatives Page 99 Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Marte,Museum at Eldridge Street,"2023 Egg Rolls, Egg Creams & Empanadas Festival",133379555,10000,DCLA,"To support the organizing and running of the 2023 Egg Rolls, Egg Creams and Empanadas Festival."
Menin,Museum of Jewish Heritage,A Living Memorial to the Holocaust,133376265,5000,DCLA,"To fund school group visits from City Council District 5 public, middle and high schools. Free admission and transportation to be offered to student groups for visits."
Powers,Museum of Jewish Heritage,A Living Memorial to the Holocaust,133376265,5000,DCLA,Funding will support expanded tours and free ticket programs to students in Council District 4.
Borelli,Museum of Maritime Navigation and Communication,,900730331,7500,DCLA,"Funds will be used to support education, programming and operations."
Powers,Museum of the City of New York,,131624098,5000,DCLA,Funding to support operational expenses associated with classroom excursions to the museum.
Brannan,"Muslim American Society of New York, Inc.",Youth & Family Programming - Council District 43,363885457,10000,DYCD,"To support educational, skill development, and recreational programming for youth and families in Council District 43."
Krishnan,Muslim Community Network,,753163555,5000,DYCD,Funds will be used to support the community education program
Speaker,Muslim Community Network,,753163555,30000,DYCD,Funding will be used to sustain a vegetarian and halal soup kitchen for the homeless in Manhattan; defray costs for the Toys for Tots toy drive; supplies and equipment; delivery of goods; promotion & marketing of events; & staffing for program activities.
Speaker,Muslim Community Network,Community Education Program,753163555,50000,DYCD,"Funds will be used to cover the costs of space rental for the workshops, supplies, staffing, marketing, transportation, general operations for the Cross-Cultural Education Workshops."
Hanif,Muslim Community Network,Comprehensive Direct Service Program,753163555,6500,DYCD,To support comprehensive direct service program that serves vulnerable New Yorkers and is a rapid-response volunteer engagement community service program that provides opportunities for Muslim Americans to give back to their community.
Louis,Muslim Community Network,Council District 45,753163555,5000,DYCD,Funds will be used for programming in Council District 45.
Speaker,Muslim Community Network,Muslim Youth NYC Civic Leadership Development Program,753163555,100000,DYCD,"Funding will add an additional full-time program coordinator in and will cover staff salaries, program supplies, and administrative costs."
Speaker,Muslim Community Network,MY NYC,753163555,50000,DYCD,"Funding will be used for teaching underserved students the following skills: interpersonal communication skills, public speaking, conflict resolution, time management, research and project-based action planning needed to engage in a pluralistic society."
Stevens,Muslim Women's Institute for Research and Development (MWIRD),Community Food Pantry - Highbridge,800010627,5000,DYCD,Funding to support food security services in Council District 16.
Brannan,"Muslims Giving Back, Inc.",Emergent Community Needs Assistance - Council District 43,822712941,10000,DYCD,"To Support local relief/aid efforts, including access to free food in Council District 43."
Barron,"My Time, Inc.",Council District 42,680646329,5000,DHMH,Funding to support operating expense costs for wellness programming in Council District 42 .
Louis,"My Time, Inc.",Council District 45,680646329,5000,DHMH,"Funds will provide education and support workshops to parents and caregivers of a child with autism and developmental disabilities, parent group discussions, and community autism forums."
Vernikov,"Nachas Health and Family Network, Inc.",,113067201,13000,DFTA,Funding for senior services such as health screenings and case work.
Joseph,"Nachas Health and Family Network, Inc.",Holocaust Awareness Program - Council District 40,113067201,5000,DFTA,"Funds will support case mgmt. sessions with entitlement pre-screen & procurement, completion of application/re-cert. process and client advocacy agencies, recreational classes, Holocaust Survivor support groups and Free health screenings/services. Appendix B: Local Initiatives Page 100 Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds"
Brannan,"Narrows Botanical Garden, Inc.",Community Garden Programming,113382931,5000,DYCD,To support operating expenses of programming and maintenance at the garden.
Aviles,"NARS Foundation, Inc.",Educational Community Outreach Programs,205292405,8000,DCLA,Funds will support Educational Community Outreach Program for South Brooklyn neighborhood of Sunset Park.
Hanks,National Association for the Advancement of Colored People 2227 Staten Island,,136227892,10000,DFTA,"Funding will support senior services, food insecurity, and education in Council District 49."
Speaker,"National Association on Drug Abuse Problems (New York State), Inc.",,133185808,50000,DYCD,"Funding will support the Comprehensive Employment Services program (CES) which provides low-income New Yorkers who are in the early stages of recovery from substance use disorders (SUD) with job readiness, placement, and employment retention support."
Hudson,National Committee for the Furtherance of Jewish Education,Operation Survival - District 35,116003180,5000,DHMH,Funding to support mental health and drug prevention strategies for parents in the community.
Riley,"National Council of Negro Women, Inc.-Co-op City Section",,270100098,10000,DYCD,"Funds to be used for operational costs for workshops, group activities, cultural outings and group bonding events."
Rivera,"National Dance Institute, Inc.",Public School 40M (02M040),132890779,5000,DCLA,Funds will support National Dance Institute's programs at PS 40M (02M040).
Stevens,"National Ghana Parade Council, Inc.",Council District 16,270595020,5000,DYCD,Funds will be used to support the annual National Ghana Parade and outreach to Council District 16 residents.
Rivera,National Museum of Mathematics,,271450809,5000,DCLA,Funds will support the Museum of Mathematics programs and services.
Speaker,"Ariola, Borelli National September 11 Memorial and Museum at the World Trade Center",9/11 Memorial Museum Programming,611745872,50000,DYCD,Funds will be used to defray the costs of student programming. Programs would be free to ensure these New York City students learn about 9/11 and its ongoing legacy.
Narcisse,National September 11 Memorial and Museum at the World Trade Center,Field Trips & Tours,611745872,5000,DYCD,Funding to support costs associated with free student programming including staff support and field trips.
