member,organization,program,ein,amount,agency,purpose
Speaker,Mosholu-Jerome East Gun Hill Road District Management Association,,133877808,25000,DYCD,"Funds will be used to support neighborhood development and commercial revitalization activities in the corridor such as beautification, placemaking, community events and small business support. Page 103 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds"
Abreu,"Mosholu-Montefiore Community Center, Inc.",Grant Cornerstone Teen Center,133622107,6250,DYCD,Funding to support programming at the Grant Cornerstone Teen Center.
Joseph,"Mothers Aligned Saving Kids (MASK), Inc.",Council District 40,113495018,4000,DYCD,"Funds will be used to support Helpline Support Groups for all mental health issues including addiction, molestation and eating disorders."
Kagan,"Motivational Monster’s, Inc.",Coney Island Community Foundation,825510172,5000,SBS,"Funds will help provide free services, community events, and resources."
Ayala,Mott Haven Community Land Stewards,Civic Engagement,824463916,5000,DYCD,"Funds will be used to provide training and engage community on organizing and understanding their rights. Workshops, lectures and other programmatic events."
Speaker,"Mealy Mount Ollie Baptist Church, Inc.",,116102248,150000,DFTA,"Provide nutritional meals to seniors, homeless and families."
Sanchez,"Mouse, Inc.",Design League - A STEM Program,133973196,5000,DYCD,"To provide computer-based training and learning, technical skill development, improve internet access, and offer free public streaming services in District 14."
Rivera,"Movement Research, Inc.",,133041403,5000,DCLA,Funds will support Movement Research's educational programs in Council District 2.
Rivera,Moving For Life,,465251831,5000,DFTA,Funds will support Moving For Life's programs and operations in Council District 2.
Speaker,"Mealy Moving Mountains, Inc.",,261407568,30000,DYCD,"Funds will support a school based stem, cultural and performing arts enrichment programming for youth in Brooklyn DOE schools."
Louis,"Moving Mountains, Inc.",Council District 45,261407568,5000,DYCD,Funds will be used for programming in Council District 45.
Speaker,"Hanks Mt. Sinai Center for Community Enrichment, Inc.",Senior Care Program,134082027,100000,DFTA,Funds will support various activities and services for seniors.
Nurse,"Muna Social Services, Inc.",Food Distribution & Education Programs,844338493,10000,DYCD,"Funds will support food pantry and food distribution services, as well educational programs, leadership training, financial literacy, and computer literacy."
Powers,"Murray Hill Committee, Inc.",,237361016,5000,DYCD,"Funding will support greening and beautification of Murray Hill including tree planting, pruning and tree bed maintenance, and planting of flowers and ivy throughout the neighborhood."
Rivera,"Murray Hill Committee, Inc.",,237361016,5000,DYCD,Funds will support Murray Hill Neighborhood Association's programs and operations.
Marte,Museum at Eldridge Street,"2023 Egg Rolls, Egg Creams & Empanadas Festival",133379555,10000,DCLA,"To support the organizing and running of the 2023 Egg Rolls, Egg Creams and Empanadas Festival."
Hudson,"Museum of Contemporary African Diasporian Arts, Inc.",Public Exchange Series,113526774,7500,DCLA,"Funding to support the Public Exchange Series, a bi-monthly community series utilizing arts programming, education, and community conversations to bridge the social divide between the Public Housing sector & the larger Brooklyn community."
Restler,"Museum of Food and Drink, The",Food Culture Programming Series,203735162,3000,DCLA,Funds will be used to support food culture programming.
Menin,Museum of Jewish Heritage,A Living Memorial to the Holocaust,133376265,5000,DCLA,"To fund school group visits from City Council District 5 public, middle and high schools. Free admission and transportation to be offered to student groups for visits."
Borelli,Museum of Maritime Navigation and Communication,,900730331,7500,DCLA,"Funds will be used to support education, programming and operations."
Hanks,Museum of Maritime Navigation and Communication,Educational Programming & On-line Exhibits,900730331,5000,DCLA,Funding will provide educational programming. Page 104 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Powers,Museum of the City of New York,,131624098,5000,DCLA,Funding to support operational expenses associated with classroom excursions to the museum.
Brannan,"Muslim American Society of New York, Inc.",,363885457,10000,DYCD,Funding to support Public Affairs and Civic Engagement Case Intakes.
Hanif,Muslim Community Network,,753163555,6500,DYCD,To support the capacity building of the organization.
Krishnan,Muslim Community Network,,753163555,5000,DYCD,Funds will be used to support the community education program.
Speaker,Muslim Community Network,,753163555,30000,DYCD,Funding will be used to sustain a vegetarian and halal soup kitchen for the homeless in Manhattan; defray costs for the Toys for Tots toy drive; supplies and equipment; delivery of goods; promotion & marketing of events; & staffing for program activities.
Louis,Muslim Community Network,Council District 45,753163555,3000,DYCD,Funds will be used for programming in Council District 45.
Stevens,Muslim Women's Institute for Research and Development (MWIRD),Community Food Pantry - Highbridge,800010627,5000,DYCD,Funding to support food security services in Council District 16.
Brannan,"Muslims Giving Back, Inc.",,822712941,10000,DYCD,Funding to support Emergency Food Programs - Hunger Truck / Mobile Pantry.
De La Rosa,"My Beauty Mark Foundation, Inc.",What the Health Have You been Eating,814132606,10000,DYCD,To support programming for their Healthy eating initiative.
Barron,"My Time, Inc.",Council District 42,680646329,5000,DHMH,Funding to support operating expense costs for wellness programming.
Louis,"My Time, Inc.",Council District 45,680646329,3500,DHMH,"Funds will provide education and support workshops to parents and caregivers of a child with autism and developmental disabilities, parent group discussions, and community autism forums."
Speaker,"Myrtle Avenue Brooklyn DMA, Inc.",,202659913,50000,DYCD,"Funding to support ongoing local advocacy, business improvement, and other operating expenses."
Holden,Myrtle Avenue District Management Association,,112912570,15000,DYCD,"To support neighborhood-level initiatives that promote economic development, job creation and retention, and community investment."
Joseph,"Nachas Health and Family Network, Inc.",,113067201,5000,DFTA,"Funds will support case mgmt. sessions with entitlement pre-screen & procurement, completion of application/re-cert. process and client advocacy agencies, recreational classes, Holocaust Survivor support groups and Free health screenings/services."
Vernikov,"Nachas Health and Family Network, Inc.",,113067201,18000,DFTA,Funding for senior services such as health screenings and case work.
Brannan,"Narrows Botanical Garden, Inc.",,113382931,5000,DYCD,"Funds will be used to support the Pollenating Garden Education Center. Avilés NARS Foundation, Inc. - Educational Community Outreach Programs - Council District 38"
,"Funds will be used to support the Pollenating Garden Education Center. Avilés NARS Foundation, Inc.",Educational Community Outreach Programs - Council District 38,205292405,8000,DCLA,"Funds will be used to develop educational programs for south Brooklyn children & their families, hosts family Saturday workshops, as well as After School Animation workshops."
Joseph,"National Alliance for the Mentally Ill of New York City, Inc.",,133077692,7000,DYCD,Funding will support programming in Council District 40.
Ung,National Asian Pacific American Women's Forum,Not Your Model Minority: Developing AAPI Women Leaders,364799986,5000,DYCD,To support workshops for AAPI women on racial justice issues and organizing strategy.
Hudson,National Committee for the Furtherance of Jewish Education,Operation Survival,116003180,5000,DHMH,Funding to support mental health and drug prevention strategies for parents in the community.
Riley,National Council of Negro Women Inc.-Co-op City Section,,270100098,10000,DYCD,"Funds to be used for operational costs for workshops, group activities, cultural outings and group bonding events."
Rivera,"National Dance Institute, Inc.",Public School 40M (02M040),132890779,5000,DCLA,Funds will support National Dance Institute's programs at PS 40M (02M040).
Stevens,"National Ghana Parade Council, Inc.",Council District 16,270595020,5000,DYCD,Funds will be used to support the annual National Ghana Parade and outreach to Council District 16 residents. Page 105 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
