member,organization,program,ein,amount,agency,purpose
Aviles,"NARS Foundation, Inc.",Education & Community Outreach,205292405,8000,DCLA,To foster greater accessibility and familiarity with contemporary art in South Brooklyn.
Speaker,"National Association on Drug Abuse Problems (New York State), Inc.",,133185808,50000,DYCD,"Funding will support the Comprehensive Employment Services program (CES) which provides low-income New Yorkers who are in the early stages of recovery from substance use disorders (SUD) with job readiness, placement, and employment retention support."
Salaam,"National Black Leadership Commission on AIDS, Inc.",,133530740,6000,DHMH,Funds to help with organizing Back To The Community events which will address food insecurity and host workshop for families.
Hudson,National Committee for the Furtherance of Jewish Education,Operation Survival - Council District 35,116003180,5000,DHMH,Funding to support mental health and drug prevention strategies for parents in the community.
Riley,"National Council of Negro Women, Inc.-Co-op City Section",Council District 12,270100098,10000,DYCD,"Funds will be used for workshops, group activities, cultural outings and group bonding events in Council District 12."
Rivera,"National Dance Institute, Inc.",Public School 40M (02M040),132890779,5000,DCLA,Funds will support National Dance Institute's programs at PS 40M (02M040).
Stevens,"National Ghana Parade Council, Inc.",Council District 16,270595020,5000,DYCD,Funds will be used to support the annual National Ghana Parade and outreach to Council District 16 residents.
Rivera,National Museum of Mathematics,,271450809,5000,DCLA,Funds will support the Museum of Mathematics programs and services.
Speaker,"Ariola, Borelli, Marmorato National September 11 Memorial and Museum at the World Trade Center",9/11 Memorial Museum Programming,611745872,50000,DYCD,Funds will be used to defray the costs of student programming. Programs would be free to ensure these New York City students learn about 9/11 and its ongoing legacy.
Marmorato,National September 11 Memorial and Museum at the World Trade Center,Council District 13,611745872,5000,DYCD,Funds will support field trips to the 9/11 museum for children that live in and attend school in Council District 13.
Narcisse,National September 11 Memorial and Museum at the World Trade Center,Field Trips & Tours,611745872,5000,DYCD,Funding to support costs associated with free student programming including staff support and field trips (virtual and in person if permitted).
Hanif,"Naturally Occurring Cultural Districts NY, Inc.",Council District 39,811139923,5000,DCLA,"To produce cultural events in celebration of Día de Las Madres/Ninos (Mother’s Day and Child), Día de los Abuelos (Grandparent's Day) and Día de Los Muertos (Day of the Dead) in Council District 39."
Rivera,"Nazareth Housing, Inc.",,133176952,16000,DYCD,Funds will support Nazareth Housing's programs and operations.
Marte,"Nazareth Housing, Inc.",Community Engagement & Empowerment Initiative,133176952,5000,DYCD,To support and help coordinate the delivery of affordable housing resources and other homelessness prevention programs through increased translation services.
Menin,"Neighborhood Coalition for Shelter, Inc.",,133176586,5000,DHS,"To help connect homeless and at-risk people on the Upper East Side with free meal programs, shelter, substance use treatment, and other services, publicly noticed through Council District 5 monthly newsletter and website."
Marte,"Neighborhood Coalition for Shelter, Inc.",Community Human Services Information & Referral Program (CHIRP),133176586,5000,DHS,To produce and distribute Street Sheets and expand virtual CHIRP services for Downtown Manhattan. Page 100 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Osse,"Neighborhood Housing Services of Brooklyn (Bedford- Stuyvesant) CDC, Inc.",,471717438,20000,HPD,Funding for in-office 1:1 financial and homebuyer education and counseling services for District 36.
Hudson,"Neighborhood Housing Services of Brooklyn (Bedford- Stuyvesant) CDC, Inc.",Housing Support Services & Financial Literacy - Council District 35,471717438,10000,HPD,Funding to support housing support services in Council District 35.
Vernikov,"Neighborhood Housing Services of Brooklyn CDC, Inc.",,471169779,5000,HPD,"Funding used to cover costs of housing counseling, foreclosure intervention and landlord training."
Louis,"Neighborhood Housing Services of Brooklyn CDC, Inc.",Council District 45,471169779,10000,HPD,Funds will be used to provide Homeowner/Tenant services in Council District 45.
Narcisse,"Neighborhood Housing Services of Brooklyn CDC, Inc.",Homeowner & Tenant Housing Services - Council District 46,471169779,10000,HPD,Funds will be used to provide information and services to homeowners and tenants in Council District 46.
Joseph,"Neighborhood Housing Services of Brooklyn CDC, Inc.",Housing Education Services - Council District 40,471169779,10000,HPD,Funding will be sued to support the work of Neighborhood Housing Services of
Brooklyn,"CDC, Inc. (NHS Brooklyn) to provide direct services to homeowners and tenants Banks Neighborhood Housing Services of Brooklyn CDC, Inc.",Tenant & Homeowner Housing Support Services,471169779,5000,HPD,Funds will be used to support the work of NHS Brooklyn to provide direct services to homeowners and tenants in Council District 42.
Williams,"Neighborhood Housing Services of Jamaica, Inc.",,237398279,15000,DYCD,Funding will support the administration of the Construction Oversight and Technical Assistance program in Council District 27.
Adams,"Neighborhood Housing Services of Jamaica, Inc.",Support Housing Services,237398279,20000,HPD,Funds will support educational and case assistance programming to homeowners and tenants.
Won,"Neighborhood Housing Services of Queens CDC, Inc.",Comprehensive Housing Assistance - Council District 26,471267077,10000,HPD,"Funds will support NHS' Project HERE, housing counseling, education, programming, and services in the 26th Council District."
Brooks-Powers,"Neighborhood Housing Services of Queens CDC, Inc.",Council District 31,471267077,8000,DFTA,Funding will support the cost to administer counseling on available housing resources and benefits in Council District 31.
Marmorato,Neighborhood Initiatives Development Corporation (NIDC),,133110811,5000,DYCD,Funds to support a youth computer literacy and robotics program at the Throggs Neck Houses complex.
Marmorato,Neighborhood Initiatives Development Corporation (NIDC),,133110811,50000,DYCD,"Funds will support NIDC's programming, landlord/tenant relations and neighborhood beautification."
Marmorato,Neighborhood Initiatives Development Corporation (NIDC),Council District 13,133110811,20000,DYCD,"To support youth programming, anti-violence after school programming, the annual basketball tournament and programming for older adults at Pelham Parkway Houses in Council District 13."
Gutierrez,"Neighbors Allied for Good Growth, Inc.",Environmental Justice & Climate Justice - Council District 34,113470943,5000,DYCD,Funds will support community planning and environmental justice and climate justice work.
Restler,"Neighbors Allied for Good Growth, Inc.",Public Outreach Campaigns,113470943,7500,DYCD,"To support NAG's staff with supplies that organize, educate, act for environmental justice, health & equitable planning."
Aviles,"Neighbors Helping Neighbors, Inc.","Eviction Prevention, Tenant Organizing & Advocacy in South Brooklyn",113059958,20000,HPD,"To organize low-income Brooklyn tenants, advocate for them and help them advocate for themselves."
Ariola,Neponsit Property Owners' Association,,116039882,5000,DYCD,Funding will be used to help support the maintenance and improvement of the landscaping in common areas in the district.
Banks,"Network of Angels, Inc.",Council District 42,263564521,10000,DYCD,"Funds will support workshops for economic mobility, economic stability and career choice development. Page 101 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds"
Powers,"New 42nd Street, Inc., The",,133584032,5000,DCLA,Funding will support the New Victory Education program to students in Council District 4.
Mealy,"New 42nd Street, Inc., The",Bring Your Family to the New Victory - Council District 41,133584032,5000,DCLA,"Funds will support “Bring Your Family to the New Victory,” a program that partners with the New York City Housing Authority to invite residents of NYCHA housing to presentations at our Theater free of charge."
